XZI Gare_de_Lorraine_TGV Metz–Nancy France
JAB Jabiru_Airport Jabiru,_Northern_Territory Australia
JAD Jandakot_Airport Jandakot,_Western_Australia Australia
JCK Julia_Creek_Airport Julia_Creek,_Queensland Australia
JUN Jundah_Airport Jundah,_Queensland Australia
JUR Jurien_Bay_Airport Jurien_Bay,_Western_Australia Australia
KAX Kalbarri_Airport Kalbarri,_Western_Australia Australia
KGI Kalgoorlie-Boulder_Airport Kalgoorlie,_Western_Australia Australia
KPP Kalpowar_Airport Kalpowar,_Queensland Australia
KDS Kamaran_Downs_Airport Kamaran_Downs,_Queensland Australia
KDB Kambalda_Airport Kambalda,_Western_Australia Australia
KML Kamileroi_Airport Kamileroi,_Queensland Australia
SLJ Solomon_Airport Karijini_NATIONAL_Park,_Western_Australia Australia
KTA Karratha_Airport Karratha_/_Dampier,_Western_Australia Australia
KRB Karumba_Airport Karumba,_Queensland Australia
KNI Katanning_Airport Katanning,_Western_Australia Australia
KTR Tindal_Airport Katherine,_Northern_Territory Australia
KPS Kempsey_Airport Kempsey,_New_South_Wales Australia
KRA Kerang_Airport Kerang,_Victoria Australia
KBD Kimberley_Downs_Airport Kimberley_Downs,_Western_Australia Australia
KGY Kingaroy_Airport Kingaroy,_Queensland Australia
KBJ Kings_Canyon_Airport Kings_Canyon,_Northern_Territory Australia
KCS Kings_Creek_Airport Kings_Creek,_Northern_Territory Australia
KGC Kingscote_Airport Kingscote,_South_Australia Australia
KOH Koolatah_Airport Koolatah,_Queensland Australia
KKP Koolburra_Airport Koolburra,_Queensland Australia
KQB Koonibba_Airport Koonibba,_South_Australia Australia
KWM Kowanyama_Airport Kowanyama,_Queensland Australia
KUG Kubin_Airport Kubin,_Moa_Island,_Queensland Australia
KGR Kulgera_Airport Kulgera,_Northern_Territory Australia
KNX Kununurra_Airport Kununurra,_Western_Australia Australia
KRD Kurundi_Airport Kurundi,_Northern_Territory Australia
LYT Lady_Elliot_Island_Airport Lady_Elliot_Island,_Queensland Australia
HOK Lajamanu_Airport_(Hooker_Creek_Airport) Lajamanu,_Northern_Territory Australia
LGE Lake_Gregory_Airport Lake_Gregory,_Western_Australia Australia
LNH Lake_Nash_Airport Lake_Nash,_Northern_Territory Australia
LFP Lakefield_Airport Lakefield,_Queensland Australia
LKD Lakeland_Downs_Airport Lakeland_Downs,_Queensland Australia
LDW Lansdowne_Airport Lansdowne,_Western_Australia Australia
LTB Latrobe_Airport Latrobe,_Tasmania Australia
LST Launceston_Airport Launceston,_Tasmania Australia
LUT Laura_Station_Airport Laura_Station,_Queensland Australia
LUU Laura_Airport Laura,_Queensland Australia
LVO Laverton_Airport Laverton,_Western_Australia Australia
LWH Lawn_Hill_Airport Lawn_Hill,_Queensland Australia
LGH Leigh_Creek_Airport Leigh_Creek,_South_Australia Australia
LER Leinster_Airport Leinster,_Western_Australia Australia
LNO Leonora_Airport Leonora,_Western_Australia Australia
LHG Lightning_Ridge_Airport Lightning_Ridge,_New_South_Wales Australia
LIB Limbunya_Airport Limbunya,_Northern_Territory Australia
LLP Linda_Downs_Airport Linda_Downs,_Queensland Australia
LDC Lindeman_Island_Airport Lindeman_Island,_Queensland Australia
LSY Lismore_Airport Lismore,_New_South_Wales Australia
LLL Lissadell_Airport Lissadell,_Western_Australia Australia
LZR Lizard_Island_Airport Lizard_Island,_Queensland Australia
LOC Lock_Airport Lock,_South_Australia Australia
IRG Lockhart_River_Airport Lockhart_River,_Queensland Australia
HAP Long_Island_Airport Long_Island,_Queensland Australia
LRE Longreach_Airport Longreach,_Queensland Australia
LDH Lord_Howe_Island_Airport Lord_Howe_Island,_New_South_Wales Australia
LOA Lorraine_Airport Lorraine,_Queensland Australia
LTV Lotus_Vale_Station_Airport Lotus_Vale_Station,_Queensland Australia
LTP Lyndhurst_Airport Lyndhurst,_Shire_of_Etheridge,_Queensland Australia
MNW Macdonald_Downs_Airport Macdonald_Downs,_Northern_Territory Australia
MKY Mackay_Airport Mackay,_Queensland Australia
MTL Maitland_Airport Maitland,_New_South_Wales Australia
MQA Mandora_Station_Airport Mandora_Station,_Western_Australia Australia
MNG Maningrida_Airport Maningrida,_Northern_Territory Australia
MJP Manjimup_Airport Manjimup,_Western_Australia Australia
MBB Marble_Bar_Airport Marble_Bar,_Western_Australia Australia
MCY Sunshine_Coast_Airport Marcoola,_Queensland Australia
MRG Mareeba_Airport Mareeba,_Queensland Australia
MGV Margaret_River_Airport Margaret_River,_Western_Australia Australia
MXD Marion_Downs_Airport Marion_Downs,_Queensland Australia
MRP Marla_Airport Marla,_South_Australia Australia
MBH Maryborough_Airport Maryborough,_Queensland Australia
SYD Sydney_Airport Mascot Australia
MCV McArthur_River_Airport McArthur_River,_Northern_Territory Australia
MKR Meekatharra_Airport Meekatharra,_Western_Australia Australia
MEB Essendon_Airport Melbourne,_Victoria Australia
MEL Melbourne_Airport Melbourne,_Victoria Australia
MIM Merimbula_Airport Merimbula,_New_South_Wales Australia
MLV Merluna_Airport Merluna,_Queensland Australia
MMM Middlemount_Airport Middlemount,_Queensland Australia
MQL Mildura_Airport Mildura,_Victoria Australia
WLE Miles_Airport Miles,_Queensland Australia
SNB Snake_Bay_Airport Milikapiti,_Melville_Island,_Northern_Territory Australia
MGT Milingimbi_Airport Milingimbi_Island,_Northern_Territory Australia
MLR Millicent_Airport Millicent,_South_Australia Australia
BCZ Milyakburra_Airport Milyakburra,_Northern_Territory Australia
XML Minlaton_Airport Minlaton,_South_Australia Australia
MIN Minnipa_Airport Minnipa,_South_Australia Australia
MWY Miranda_Downs_Airport Miranda_Downs,_Queensland Australia
MIH Mitchell_Plateau_Airport Mitchell_Plateau,_Western_Australia Australia
MXQ Mitchell_River_Airport Mitchell_River,_Queensland Australia
MTQ Mitchell_Airport_(Australia) Mitchell,_Queensland Australia
MJK Shark_Bay_Airport Monkey_Mia,_Western_Australia Australia
MNQ Monto_Airport Monto,_Queensland Australia
MWT Moolawatana_Airport Moolawatana,_South_Australia Australia
MOO Moomba_Airport Moomba,_South_Australia Australia
MBW Moorabbin_Airport Moorabbin,_Victoria Australia
MOV Moranbah_Airport Moranbah,_Queensland Australia
MWB Morawa_Airport Morawa,_Western_Australia Australia
MRZ Moree_Airport Moree,_New_South_Wales Australia
MET Moreton_Airport Moreton,_Queensland Australia
MRT Moroak_Airport Moroak,_Northern_Territory Australia
MYA Moruya_Airport Moruya,_New_South_Wales Australia
MBN Mount_Barnett_Airport Mount_Barnett,_Western_Australia Australia
MBF Mount_Buffalo_Airport Mount_Buffalo,_Victoria Australia
MKV Mount_Cavenagh_Airport Mount_Cavenagh,_Northern_Territory Australia
MGB Mount_Gambier_Airport Mount_Gambier Australia
GSN Mount_Gunson_Airport Mount_Gunson,_South_Australia Australia
MHU Mount_Hotham_Airport Mount_Hotham,_Victoria Australia
MHO Mount_House_Airport Mount_House,_Western_Australia Australia
ISA Mount_Isa_Airport Mount_Isa,_Queensland Australia
WME Mount_Keith_Airport Mount_Keith,_Western_Australia Australia
MMG Mount_Magnet_Airport Mount_Magnet,_Western_Australia Australia
MSF Mount_Swan_Airport Mount_Swan,_Northern_Territory Australia
MUQ Muccan_Station_Airport Muccan_Station,_Western_Australia Australia
DGE Mudgee_Airport Mudgee,_New_South_Wales Australia
MUP Mulga_Park_Airport Mulga_Park,_Northern_Territory Australia
MVK Mulka_Airport Mulka,_South_Australia Australia
MXU Mullewa_Airport Mullewa,_Western_Australia Australia
MNE Mungeranie_Airport Mungeranie,_South_Australia Australia
MYI Murray_Island_Airport Murray_Island,_Torres_Strait_Islands,_Queensland Australia
WUI Murrin_Murrin_Airport Murrin_Murrin_Joint_Venture,_Western_Australia Australia
MVU Musgrave_Airport Musgrave,_Queensland Australia
MYO Camballin_Airport Myroodah_Station,_Western_Australia Australia
BEO Newcastle_-_Belmont_Airport Newcastle,_New_South_Wales Australia
NTL Newcastle_Airport_/_RAAF_Base_Williamtown Newcastle,_New_South_Wales Australia
ZNE Newman_Airport Newman,_Western_Australia Australia
NLK Norfolk_Island_Airport Norfolk_Island Australia
ORS Waterport_Airport Orpheus,_Queensland Australia
LBH Palm_Beach_Seaplane_Base Palm_Beach,_New_South_Wales Australia
PBO Paraburdoo_Airport Paraburdoo,_Western_Australia Australia
PER Perth_Airport Perth,_Western_Australia Australia
GPN Garden_Point_Airport Pirlangimpi,_Northern_Territory Australia
PHE PORT_Hedland_International_Airport PORT_Hedland,_Western_Australia Australia
PQQ PORT_Macquarie_Airport PORT_Macquarie,_New_South_Wales Australia
PPI PORT_Pirie_Airport PORT_Pirie,_South_Australia Australia
PTJ Portland_Airport Portland,_Victoria Australia
PPP Whitsunday_Coast_Airport Proserpine,_Queensland Australia
ERB Pukatja_Airport_(Ernabella_Airport) Pukatja,_South_Australia Australia
RMK Renmark_Airport Renmark,_South_Australia Australia
RCM Richmond_Airport Richmond,_Queensland Australia
RBC Robinvale_Airport Robinvale,_Victoria Australia
RDA Rockhampton_Downs_Airport Rockhampton_Downs,_Northern_Territory Australia
ROK Rockhampton_Airport Rockhampton,_Queensland Australia
RPB Roper_Bar_Airport Roper_Bar,_Northern_Territory Australia
RTS Rottnest_Island_Airport Rottnest_Island,_Western_Australia Australia
WOL Illawarra_Regional_Airport_(Wollongong_Airport) Shellharbour,_Wollongong,_New_South_Wales Australia
SHT Shepparton_Airport Shepparton,_Victoria Australia
SIO Smithton_Airport Smithton,_Tasmania Australia
ZGL South_Galway_Airport South_Galway,_Queensland Australia
KSV Springvale_Airport,_Queensland Springvale,_Queensland Australia
ZVG Springvale_Airport Springvale,_Western_Australia Australia
HLS St._Helens_Airport St._Helens,_Tasmania Australia
SNH Stanthorpe_Airport Stanthorpe,_Queensland Australia
STF Stephens_Island_Airport Stephens_Island,_Queensland Australia
KBY Streaky_Bay_Airport Streaky_Bay,_South_Australia Australia
TMW Tamworth_Airport Tamworth,_New_South_Wales Australia
TAN Tangalooma_Airport Tangalooma,_Queensland Australia
XTR Tara_Airport Tara,_Queensland Australia
XTO Taroom_Airport Taroom,_Queensland Australia
XTG Thargomindah_Airport Thargomindah,_Queensland Australia
TPR Tom_Price_Airport Tom_Price,_Western_Australia Australia
TSV Townsville_Airport Townsville,_Queensland Australia
TQP Trepell_Airport Trapell,_Queensland Australia
PKT PORT_Keats_Airfield Wadeye,_Northern_Territory Australia
WGA Wagga_Wagga_Airport Wagga_Wagga,_New_South_Wales Australia
WMB Warrnambool_Airport Warrnambool,_Victoria Australia
WLO Waterloo_Airport Waterloo,_Northern_Territory Australia
WEI Weipa_Airport Weipa,_Queensland Australia
WWY West_Wyalong_Airport West_Wyalong,_New_South_Wales Australia
WRN Windarling_Airport Windarling Australia
WLL Wollogorang_Airport Wollogorang,_Northern_Territory Australia
KYI Yalata_Mission_Airport Yalata_Mission,_South_Australia Australia
YLG Yalgoo_Airport Yalgoo,_Western_Australia Australia
XMY Yam_Island_Airport Yam_Island,_Queensland Australia
KYF Yeelirrie_Airport Yeelirrie,_Western_Australia Australia
ORR Yorketown_Airport Yorketown,_South_Australia Australia
YUE Yuendumu_Airport Yuendumu,_Northern_Territory Australia
AYQ Ayers_Rock_Airport Yulara,_Northern_Territory Australia
GRZ Graz_Airport_(Thalerhof_Airport) Graz Austria
HOH Hohenems-Dornbirn_Airport Hohenems Austria
INN Innsbruck_Airport_(Kranebitten_Airport) Innsbruck Austria
KLU Klagenfurt/Wörthersee_Airport Klagenfurt Austria
LNZ Linz_Airport_(Blue_Danube_Airport) Linz Austria
SZG Salzburg_Airport Salzburg Austria
ZSB Salzburg_Hauptbahnhof_ÖBB_Station Salzburg Austria
ANT St._Anton_Airport St._Anton Austria
VIE Vienna_International_Airport Vienna Austria
GYD Heydar_Aliyev_International_Airport_(Bina_Int'l) Baku Azerbaijan
KVD Gyandzha_Airport Ganja Azerbaijan
LLK Lankaran_International_Airport Lankaran Azerbaijan
ZTU Zaqatala_International_Airport Zaqatala Azerbaijan
MYG Mayaguana_Airport_(Abraham's_Bay_Airport) Abraham's_Bay,_Mayaguana Bahamas
MAY Clarence_A.Bain_Airport Andros Bahamas
ASD Andros_Town_International_Airport Andros_Island Bahamas
ATC Arthur's_Town_Airport Arthur's_Town,_Cat_Island Bahamas
BIM South_Bimini_Airport Bimini Bahamas
GHC Great_Harbour_Cay_Airport Bullock_Harbour,_Berry_Islands Bahamas
CEL Cape_Eleuthera_Airport Cape_Eleuthera,_Eleuthera Bahamas
CXY Cat_Cay_Airport Cat_Cay,_Bimini_Islands Bahamas
CCZ Chub_Cay_International_Airport Chub_Cay,_Berry_Islands Bahamas
ZSA San_Salvador_Airport_(Cockburn_Town_Airport) Cockburn_Town,_San_Salvador_Island Bahamas
CRI Colonel_Hill_Airport_(Crooked_Island_Airport) Colonel_Hill,_Crooked_Island Bahamas
TZN South_Andros_Airport Congo_Town,_Andros_Island Bahamas
LGI Deadman's_Cay_Airport Deadman's_Cay,_Long_Island Bahamas
DCT Duncan_Town_Airport Duncan_Town,_Ragged_Island Bahamas
FPO Grand_Bahama_International_Airport Freeport,_Grand_Bahama Bahamas
GHB Governor's_Harbour_Airport Governor's_Harbour,_Eleuthera Bahamas
WTD West_End_Airport Grand_Bahama Bahamas
GTC Green_Turtle_Airport Green_Turtle Bahamas
HBI Harbour_Island_Airport Harbour_Island Bahamas
MHH Marsh_Harbour_Airport Marsh_Harbour Bahamas
IGA Matthew_Town_Airport_(Inagua_Airport) Matthew_Town,_Great_Inagua_Island Bahamas
GGT Exuma_International_Airport Moss_Town,_Great_Exuma_Island Bahamas
NAS Lynden_Pindling_International_Airport Nassau Bahamas
NET New_Bight_Airport New_Bight,_Cat_Island Bahamas
TBI New_Bight_Airport New_Bight,_Cat_Island Bahamas
ELH North_Eleuthera_Airport North_Eleuthera,_Eleuthera_Island Bahamas
PID Paradise_Island_Airport Paradise_Island Bahamas
AXP Spring_Point_Airport Spring_Point,_Acklins_Island Bahamas
TCB Treasure_Cay_Airport Treasure_Cay,_Abaco_Islands Bahamas
BAH Bahrain_International_Airport Al_Muharraq Bahrain
BZL Barisal_Airport Barisal Bangladesh
CGP Shah_Amanat_International_Airport Chittagong Bangladesh
CLA Comilla_Airport Comilla Bangladesh
CXB Cox's_Bazar_Airport Cox's_Bazar Bangladesh
DAC Shahjalal_International_Airport Dhaka Bangladesh
IRD Ishhurdi_Airport Ishhurdi Bangladesh
JSR Jessore_Airport Jessore Bangladesh
KHL Khulna_Airport Khulna Bangladesh
LLJ Lalmonirhat_Airport Lalmonirhat Bangladesh
RJH Shah_Makhdum_Airport Rajshahi Bangladesh
SPD Saidpur_Airport Saidpur Bangladesh
ZHM Shamshernagar_Airport Shamshernagar Bangladesh
SAJ Sirajganj_Airport Sirajganj Bangladesh
ZYL Osmani_International_Airport Sylhet Bangladesh
BGI Grantley_Adams_International_Airport Bridgetown Barbados
BQT Brest_Airport Brest Belarus
GME Gomel_Airport Gomel Belarus
GNA Obukhovo_Airport Grodno Belarus
MSQ Minsk_International_Airport_(Minsk-2) Minsk Belarus
MHP Minsk-1_Airport Minsk Belarus
MVQ Mogilev_Airport Mogilev Belarus
ZWE Antwerpen-Centraal_Railway_Station Antwerp Belgium
ZYZ Berchem_Railway_Station Antwerp Belgium
ANR Antwerp_International_Airport Antwerp Belgium
ZYR Brussels-South_Railway_Station Brussels Belgium
BRU Brussels_Airport_(Zaventem_Airport) Brussels Belgium
CRL Brussels_South_Charleroi_Airport Charleroi,_Wallonia Belgium
OST Ostend-Bruges_International_Airport Flanders Belgium
GNE St._Denijs-Westrem_Airport_(Ghent_Airport) Ghent Belgium
QHA Kiewit_Airport Hasselt Belgium
LGG Liège_Airport_(Bierset_Airport) Liège,_Wallonia Belgium
KJK Kortrijk-Wevelgem_International_Airport Wevelgem Belgium
OBL Zoersel-Oostmalle_Airfield Zoersel_/_Oostmalle Belgium
TZA Belize_City_Municipal_Airport Belize_City Belize
BCV Belmopan_Airport Belmopan Belize
BGK Big_Creek_Airport Big_Creek Belize
CUK Caye_Caulker_Airport Caye_Caulker Belize
CYC Caye_Chapel_Airport Caye_Chapel Belize
CZH Corozal_Airport Corozal Belize
DGA Dangriga_Airport Dangriga Belize
INB Independence_Airport Independence Belize
BZE Philip_S._W._Goldson_International_Airport Ladyville Belize
MDB Melinda_Airport Melinda Belize
PLJ Placencia_Airport Placencia Belize
SPR San_Pedro_Airport San_Pedro Belize
STU Santa_Cruz_Airport Santa_Cruz Belize
SJX Sartaneja_Airport Sarteneja Belize
COO Cadjehoun_Airport Cotonou Benin
DJA Djougou_Airport Djougou Benin
KDC Kandi_Airport Kandi Benin
NAE Natitingou_Airport Natitingou Benin
PKO Parakou_Airport Parakou Benin
SVF Savé_Airport Savé Benin
BDA Bermuda_International_Airport_(L.F._Wade_Int'l_Airport) Ferry_Reach_(near_Hamilton) Bermuda
BUT Bathpalathang_Airport Jakar,_Bumthang Bhutan
PBH Paro_Airport Paro Bhutan
APB Apolo_Airport Apolo,_La_Paz Bolivia
ASC Ascensión_de_Guarayos_Airport Ascención_de_Guarayos Bolivia
BVL Baures_Airport Baures Bolivia
BJO Bermejo_Airport Bermejo Bolivia
CAM Camiri_Airport Camiri Bolivia
CIJ Capitan_Anibal_Arab_Airport Cobija Bolivia
CBB Jorge_Wilstermann_International_Airport Cochabamba Bolivia
CEP Concepción_Airport Concepción,_Santa_Cruz Bolivia
GYA Guayaramerín_Airport Guayaramerín Bolivia
BVK Huacaraje_Airport Huacaraje Bolivia
LPB El_Alto_International_Airport La_Paz Bolivia
MGD Magdalena_Airport Magdalena Bolivia
ORU Oruro_Airport Oruro Bolivia
PSZ Puerto_Suárez_International_Airport Puerto_Suárez Bolivia
RIB Riberalta_Airport Riberalta Bolivia
RBQ Rurrenabaque_Airport Rurrenabaque Bolivia
SRJ Capitán_Germán_Quiroga_Guardia_Airport San_Borja Bolivia
SBL Santa_Ana_del_Yacuma_Airport Santa_Ana_del_Yacuma Bolivia
VVI Viru_Viru_International_Airport Santa_Cruz Bolivia
SRZ El_Trompillo_Airport Santa_Cruz_de_la_Sierra Bolivia
SRE Juana_Azurduy_de_Padilla_International_Airport Sucre Bolivia
TJA Capitán_Oriel_Lea_Plaza_Airport Tarija Bolivia
TDD Teniente_Jorge_Henrich_Arauz_Airport Trinidad Bolivia
BYC Yacuiba_Airport Yacuiba Bolivia
BNX Banja_Luka_International_Airport Banja_Luka Bosnia_and_Herzegovina
OMO Mostar_International_Airport Mostar Bosnia_and_Herzegovina
SJJ Sarajevo_International_Airport Sarajevo Bosnia_and_Herzegovina
TZL Tuzla_International_Airport Tuzla Bosnia_and_Herzegovina
FRW Francistown_Airport Francistown Botswana
GBE Sir_Seretse_Khama_International_Airport Gaborone Botswana
GNZ Ghanzi_Airport Ghanzi Botswana
HUK Hukuntsi_Airport Hukuntsi Botswana
JWA Jwaneng_Airport Jwaneng Botswana
BBK Kasane_Airport Kasane Botswana
KHW Khwai_River_Lodge_Airport Khwai_River_Lodge Botswana
LOQ Lobatse_Airport Lobatse Botswana
MUB Maun_Airport Maun Botswana
PKW Selebi_Phikwe_Airport Selebi_Phikwe Botswana
QDF Conselheiro_Lafaiete_Airport "Conselheiro_Lafaiete,_Minas_Gerais Brazil
ALQ Alegrete_Airport Alegrete,_Rio_Grande_do_Sul Brazil
ALT Alenquer_Airport Alenquer,_Pará Brazil
MEU Monte_Dourado_Airport Almeirim,_Pará Brazil
AMJ Almenara_Airport Almenara,_Minas_Gerais Brazil
AFL Alta_Floresta_Airport Alta_Floresta Brazil
ATM Altamira_Airport Altamira,_Pará Brazil
APY Alto_Parnaíba_Airport Alto_Parnaíba,_Maranhão Brazil
APS Anápolis_Airport Anápolis,_Goiás Brazil
APU Apucarana_Airport Apucarana,_Paraná Brazil
AJU Santa_Maria_Airport Aracaju,_Sergipe Brazil
ARU Araçatuba_Airport Araçatuba,_São_Paulo Brazil
ARS Aragarças_Airport Aragarças,_Goiás Brazil
AUX Araguaína_Airport Araguaína,_Tocantins Brazil
APQ Arapiraca_Airport Arapiraca,_Alagoas Brazil
APX Arapongas_Airport Arapongas,_Paraná Brazil
AAG Arapoti_Airport Arapoti,_Paraná Brazil
AQA Araraquara_Airport Araraquara,_São_Paulo Brazil
AAX Araxá_Airport Araxá,_Minas_Gerais Brazil
AIR Aripuanã_Airport Aripuanã,_Mato_Grosso Brazil
AQM Ariquemes_Airport Ariquemes,_Rondônia Brazil
AAI Arraias_Airport Arraias,_Tocantins Brazil
AIF Assis_Airport Assis,_São_Paulo Brazil
BGX Comandante_Gustavo_Kraemer_Airport Bagé,_Rio_Grande_do_Sul Brazil
BSS Balsas_Airport Balsas,_Maranhão Brazil
BAZ Barcelos_Airport Barcelos,_Amazonas Brazil
BDC Barra_do_Corda_Airport Barra_do_Corda,_Maranhão Brazil
