XZI Gare_de_Lorraine_TGV Metz–Nancy France
COM Coleman_Municipal_Airport Coleman,_Texas United_States
CGS College_Park_Airport College_Park,_Maryland United_States
CLL Easterwood_Airport_(Easterwood_Field) College_Station,_Texas United_States
KCR Colorado_Creek_Airport Colorado_Creek,_Alaska United_States
AFF United_States_Air_Force_Academy_Airfield Colorado_Springs,_Colorado United_States
COS Colorado_Springs_Airport Colorado_Springs,_Colorado United_States
MRC Maury_County_Airport Columbia_/_Mount_Pleasant,_Tennessee United_States
COA Columbia_Airport Columbia,_California United_States
COU Columbia_Regional_Airport Columbia,_Missouri United_States
CUB Columbia_Owens_Downtown_Airport Columbia,_South_Carolina United_States
CSG Columbus_Airport Columbus,_Georgia United_States
CLU Columbus_Municipal_Airport Columbus,_Indiana United_States
UBS Columbus-Lowndes_County_Airport Columbus,_Mississippi United_States
CBM Columbus_Air_Force_Base Columbus,_Mississippi United_States
OLU Columbus_Municipal_Airport_(Nebraska) Columbus,_Nebraska United_States
CUS Columbus_Municipal_Airport Columbus,_New_Mexico United_States
OSU Ohio_State_University_Airport Columbus,_Ohio United_States
CMH Port_Columbus_International_Airport Columbus,_Ohio United_States
LCK Rickenbacker_International_Airport Columbus,_Ohio United_States
GTR Golden_Triangle_Regional_Airport Columbus/West_Point/Starkville,_Mississippi United_States
JBP Commerce_Business_Park_Heliport Commerce,_California United_States
CPM Compton/Woodley_Airport Compton,_California United_States
CCR Buchanan_Field Concord,_California United_States
CON Concord_Municipal_Airport Concord,_New_Hampshire United_States
USA Concord_Regional_Airport Concord,_North_Carolina United_States
CNK Blosser_Municipal_Airport Concordia,_Kansas United_States
CEV Mettel_Field Connersville,_Indiana United_States
JLA Quartz_Creek_Airport Cooper_Landing,_Alaska United_States
COP Cooperstown-Westville_Airport Cooperstown,_New_York United_States
CZC Copper_Center_2_Airport Copper_Center,_Alaska United_States
CRO Corcoran_Airport Corcoran,_California United_States
CKU Cordova_Municipal_Airport Cordova,_Alaska United_States
CDV Merle_K._(Mudhole)_Smith_Airport Cordova,_Alaska United_States
CRX Roscoe_Turner_Airport Corinth,_Mississippi United_States
DUF Pine_Island_Airport Corolla,_North_Carolina United_States
NGP NAS_Corpus_Christi_(Truax_Field) Corpus_Christi,_Texas United_States
NGW NOLF_Cabaniss Corpus_Christi,_Texas United_States
CUX Cuddihy_Field Corpus_Christi,_Texas United_States
CRP Corpus_Christi_International_Airport Corpus_Christi,_Texas United_States
CRS Corsicana_Municipal_Airport_(C._David_Campbell_Field) Corsicana,_Texas United_States
CEZ Cortez_Municipal_Airport Cortez,_Colorado United_States
CTX Cortland_County_Airport Cortland,_New_York United_States
CVO Corvallis_Municipal_Airport Corvallis,_Oregon United_States
CTW Cottonwood_Airport Cottonwood,_Arizona United_States
COT Cotulla–La_Salle_County_Airport Cotulla,_Texas United_States
CBF Council_Bluffs_Municipal_Airport Council_Bluffs,_Iowa United_States
CIL Council_Airport Council,_Alaska United_States
CGA Craig_Seaplane_Base Craig,_Alaska United_States
CIG Craig–Moffat_Airport Craig,_Colorado United_States
CCG Crane_County_Airport Crane,_Texas United_States
CEC Jack_McNamara_Field Crescent_City,_California United_States
CSE Buckhorn_Ranch_Airport Crested_Butte,_Colorado United_States
CSQ Creston_Municipal_Airport Creston,_Iowa United_States
EGI Duke_Field_(Eglin_Auxiliary_Field_3) Crestview,_Florida United_States
CEW Bob_Sikes_Airport Crestview,_Florida United_States
CKD Crooked_Creek_Airport Crooked_Creek,_Alaska United_States
CKN Crookston_Municipal_Airport_(Kirkwood_Field) Crookston,_Minnesota United_States
CTY Cross_City_Airport Cross_City,_Florida United_States
CRT Z._M._Jack_Stell_Field Crossett,_Arkansas United_States
CSV Crossville_Memorial-Whitson_Field Crossville,_Tennessee United_States
NRC NASA_Crows_Landing_Airport_(formerly_NALF_Crows_Landing) Crows_Landing,_California United_States
CBE Greater_Cumberland_Regional_Airport Cumberland,_Maryland United_States
CUH Cushing_Municipal_Airport Cushing,_Oklahoma United_States
CTB Cut_Bank_Municipal_Airport Cut_Bank,_Montana United_States
DAG Barstow-Daggett_Airport Daggett,_California United_States
DCK Dahl_Creek_Airport Dahl_Creek,_Alaska United_States
DGN Dahlgren_Naval_Surface_Warfare_Center Dahlgren,_Virginia United_States
DHT Dalhart_Municipal_Airport Dalhart,_Texas United_States
DFW Dallas/Fort_Worth_International_Airport Dallas_and_Fort_Worth,_Texas United_States
JDB Dallas_CBD_Vertiport_(Dallas_Downtown_Heliport) Dallas,_Texas United_States
ADS Addison_Airport Dallas,_Texas United_States
JMD Market_Centre_Heliport Dallas,_Texas United_States
DAL Dallas_Love_Field Dallas,_Texas United_States
RBD Dallas_Executive_Airport Dallas,_Texas United_States
DNN Dalton_Municipal_Airport Dalton,_Georgia United_States
DXR Danbury_Municipal_Airport Danbury,_Connecticut United_States
DSV Dansville_Municipal_Airport Dansville,_New_York United_States
DNV Vermilion_County_Airport Danville,_Illinois United_States
DAN Danville_Regional_Airport Danville,_Virginia United_States
DVN Davenport_Municipal_Airport Davenport,_Iowa United_States
MGY Dayton_-_Wright_Brothers_Airport Dayton,_Ohio United_States
DAY Dayton_International_Airport Dayton,_Ohio United_States
FFO Wright-Patterson_Air_Force_Base Dayton,_Ohio United_States
DAB Daytona_Beach_International_Airport Daytona_Beach,_Florida United_States
DRI Beauregard_Regional_Airport De_Ridder,_Louisiana United_States
DQH Alpine_Airstrip Deadhorse,_Alaska United_States
SCC Deadhorse_Airport Deadhorse,_Alaska United_States
DTH Death_Valley_National_Park_Airport Death_Valley United_States
DCU Pryor_Field_Regional_Airport Decatur,_Alabama United_States
DEC Decatur_Airport Decatur,_Illinois United_States
DCR Decatur_Hi-Way_Airport Decatur,_Indiana United_States
DEH Decorah_Municipal_Airport Decorah,_Iowa United_States
DRG Deering_Airport Deering,_Alaska United_States
DFI Defiance_Memorial_Airport Defiance,_Ohio United_States
DRT Del_Rio_International_Airport Del_Rio,_Texas United_States
DLF Laughlin_Air_Force_Base Del_Rio,_Texas United_States
DJN Delta_Junction_Airport Delta_Junction,_Alaska United_States
DTA Delta_Municipal_Airport Delta,_Utah United_States
DMN Deming_Municipal_Airport Deming,_New_Mexico United_States
DNS Denison_Municipal_Airport Denison,_Iowa United_States
DEN Denver_International_Airport Denver,_Colorado United_States
BJC Rocky_Mountain_Metropolitan_Airport Denver,_Colorado United_States
DSM Des_Moines_International_Airport Des_Moines,_Iowa United_States
DSI Destin-Fort_Walton_Beach_Airport Destin,_Florida United_States
DTL Detroit_Lakes_Airport_(Wething_Field) Detroit_Lakes,_Minnesota United_States
DTT All_Airports Detroit,_Michigan United_States
DET Coleman_A._Young_International_Airport Detroit,_Michigan United_States
YIP Willow_Run_Airport Detroit,_Michigan United_States
DVL Devils_Lake_Municipal_Airport Devils_Lake,_North_Dakota United_States
DIK Theodore_Roosevelt_Regional_Airport Dickinson,_North_Dakota United_States
DLG Dillingham_Airport Dillingham,_Alaska United_States
DLN Dillon_Airport Dillon,_Montana United_States
DLL Dillon_County_Airport Dillon,_South_Carolina United_States
DIO Diomede_Heliport Diomede,_Alaska United_States
DDC Dodge_City_Regional_Airport Dodge_City,_Kansas United_States
DHN Dothan_Regional_Airport Dothan,_Alabama United_States
DGL Douglas_Municipal_Airport Douglas,_Arizona United_States
DGW Converse_County_Airport Douglas,_Wyoming United_States
DOV Dover_Air_Force_Base Dover,_Delaware United_States
JDY Downey_Heliport Downey,_California United_States
DYL Doylestown_Airport Doylestown,_Pennsylvania United_States
DRE Drummond_Island_Airport Drummond_Island,_Michigan United_States
DRU Drummond_Airport Drummond,_Montana United_States
DBN W._H._'Bud'_Barron_Airport Dublin,_Georgia United_States
PSK New_River_Valley_Airport Dublin,_Virginia United_States
DBS Dubois_Municipal_Airport Dubois,_Idaho United_States
DUJ DuBois_Regional_Airport_(formerly_DuBois-Jefferson_County_Airport) DuBois,_Pennsylvania United_States
DBQ Dubuque_Regional_Airport Dubuque,_Iowa United_States
DPG Michael_Army_Airfield Dugway_Proving_Ground,_Utah United_States
DLH Duluth_International_Airport Duluth,_Minnesota United_States
DUC Halliburton_Field Duncan,_Oklahoma United_States
DKK Chautauqua_County/Dunkirk_Airport Dunkirk,_New_York United_States
DRO Durango-La_Plata_County_Airport Durango,_Colorado United_States
AMK Animas_Air_Park Durango,_Colorado United_States
DUA Eaker_Field Durant,_Oklahoma United_States
ELA Eagle_Lake_Airport Eagle_Lake,_Texas United_States
EGP Maverick_County_Airport Eagle_Pass,_Texas United_States
EGV Eagle_River_Union_Airport Eagle_River,_Wisconsin United_States
EAA Eagle_Airport Eagle,_Alaska United_States
EGE Eagle_County_Regional_Airport Eagle,_Colorado United_States
FRG Republic_Airport East_Farmingdale,_New_York United_States
HTO East_Hampton_Airport East_Hampton,_New_York United_States
EHT Rentschler_Heliport East_Hartford,_Connecticut United_States
ESP Stroudsburg-Pocono_Airport East_Stroudsburg,_Pennsylvania United_States
ECA Iosco_County_Airport East_Tawas,_Michigan United_States
ETN Eastland_Municipal_Airport Eastland,_Texas United_States
ESN Easton/Newnam_Field Easton,_Maryland United_States
ESW Easton_State_Airport Easton,_Washington United_States
MMT McEntire_Air_NATIONAL_Guard_Station Eastover,_South_Carolina United_States
ESD Orcas_Island_Airport Eastsound,_Washington United_States
EAU Chippewa_Valley_Regional_Airport Eau_Claire,_Wisconsin United_States
FCM Flying_Cloud_Airport Eden_Prairie,_Minnesota United_States
EDE Northeastern_Regional_Airport Edenton,_North_Carolina United_States
EDG Weide_Army_Airfield Edgewood_Arsenal,_Maryland United_States
EDA Edna_Bay_Municipal_Airport Edna_Bay,_Alaska United_States
EDW Edwards_Air_Force_Base Edwards,_California United_States
EEK Eek_Airport Eek,_Alaska United_States
EGX Egegik_Airport Egegik,_Alaska United_States
KKU Ekuk_Airport Ekuk,_Alaska United_States
KEK Ekwok_Airport Ekwok,_Alaska United_States
NJK NAF_El_Centro El_Centro,_California United_States
ELD South_Arkansas_Regional_Airport_at_Goodwin_Field El_Dorado,_Arkansas United_States
EDK Captain_Jack_Thomas/El_Dorado_Airport El_Dorado,_Kansas United_States
EMT El_Monte_Airport El_Monte,_California United_States
ELP El_Paso_International_Airport El_Paso,_Texas United_States
ELV Elfin_Cove_Seaplane_Base Elfin_Cove,_Alaska United_States
ELI Elim_Airport Elim,_Alaska United_States
ECG Elizabeth_City_Regional_Airport_/_Elizabeth_City_CGAS Elizabeth_City,_North_Carolina United_States
EKX Addington_Field_(Elizabethtown_Regional_Airport) Elizabethtown,_Kentucky United_States
ELK Elk_City_Municipal_Airport Elk_City,_Oklahoma United_States
EKI Elkhart_Municipal_Airport Elkhart,_Indiana United_States
EKN Elkins-Randolph_Co.-Jennings_Randolph_Field Elkins,_West_Virginia United_States
EKO Elko_Regional_Airport Elko,_Nevada United_States
ELW Ellamar_Seaplane_Base Ellamar,_Alaska United_States
ELN Bowers_Field Ellensburg,_Washington United_States
ELM Elmira/Corning_Regional_Airport Elmira/Big_Flats,_New_York United_States
LYU Ely_Municipal_Airport Ely,_Minnesota United_States
ELY Ely_Airport Ely,_Nevada United_States
JEM Emeryville_Heliport Emeryville,_California United_States
BLU Blue_Canyon_-_Nyack_Airport Emigrant_Gap,_California United_States
EMK Emmonak_Airport Emmonak,_Alaska United_States
EMP Emporia_Municipal_Airport Emporia,_Kansas United_States
END Vance_Air_Force_Base Enid,_Oklahoma United_States
WDG Enid_Woodring_Regional_Airport Enid,_Oklahoma United_States
ETS Enterprise_Municipal_Airport Enterprise,_Alabama United_States
HBH Entrance_Island_Seaplane_Base_(Hobart_Bay) Entrance_Island,_Alaska United_States
EPH Ephrata_Municipal_Airport Ephrata,_Washington United_States
ERI Erie_International_Airport_(Tom_Ridge_Field) Erie,_Pennsylvania United_States
ERR Errol_Airport Errol,_New_Hampshire United_States
ESC Delta_County_Airport Escanaba,_Michigan United_States
ESO Ohkay_Owingeh_Airport Española,_New_Mexico United_States
PSQ Philadelphia_Seaplane_Base Essington,_Pennsylvania United_States
EST Estherville_Municipal_Airport Estherville,_Iowa United_States
EUF Weedon_Field Eufaula,_Alabama United_States
EUG Eugene_Airport_/_Mahlon_Sweet_Field Eugene,_Oregon United_States
UCE Eunice_Airport Eunice,_Louisiana United_States
EKA Murray_Field Eureka,_California United_States
EUE Eureka_Airport Eureka,_Nevada United_States
EVA Ben_Bruce_Memorial_Airpark Evadale,_Texas United_States
EVW Evanston-Uinta_County_Burns_Field Evanston,_Wyoming United_States
EVV Evansville_Regional_Airport Evansville,_Indiana United_States
EVM Eveleth-Virginia_Municipal_Airport Eveleth,_Minnesota United_States
PAE Snohomish_County_Airport_(Paine_Field) Everett,_Washington United_States
EXI Excursion_Inlet_Seaplane_Base Excursion_Inlet,_Alaska United_States
FBK Wainwright_Army_Airfield Fairbanks_/_Fort_Wainwright,_Alaska United_States
MTX Metro_Field Fairbanks,_Alaska United_States
FAI Fairbanks_International_Airport Fairbanks,_Alaska United_States
EIL Eielson_Air_Force_Base Fairbanks,_Alaska United_States
FBY Fairbury_Municipal_Airport Fairbury,_Nebraska United_States
SUU Travis_Air_Force_Base Fairfield,_California United_States
FFL Fairfield_Municipal_Airport Fairfield,_Iowa United_States
FRM Fairmont_Municipal_Airport Fairmont,_Minnesota United_States
FAJ Diego_Jimenez_Torres_Airport Fajardo,_Puerto_Rico United_States
NFL NAS_Fallon_(Van_Voorhis_Field) Fallon,_Nevada United_States
FLX Fallon_Municipal_Airport Fallon,_Nevada United_States
FMH Otis_ANGB_(Cape_Cod_CGAS) Falmouth,_Massachusetts United_States
FAK False_Island_Seaplane_Base False_Island,_Alaska United_States
KFP False_Pass_Airport False_Pass,_Alaska United_States
FWL Farewell_Airport Farewell,_Alaska United_States
FAR Hector_International_Airport Fargo,_North_Dakota United_States
FBL Faribault_Municipal_Airport Faribault,_Minnesota United_States
FAM Farmington_Regional_Airport Farmington,_Missouri United_States
FMN Four_Corners_Regional_Airport Farmington,_New_Mexico United_States
FYV Drake_Field Fayetteville,_Arkansas United_States
POB Pope_Air_FORCE_Base Fayetteville,_North_Carolina United_States
FAY Fayetteville_Regional_Airport_(Grannis_Field) Fayetteville,_North_Carolina United_States
FYM Fayetteville_Municipal_Airport Fayetteville,_Tennessee United_States
XNA Northwest_Arkansas_Regional_Airport Fayetteville/Springdale,_Arkansas United_States
FFM Fergus_Falls_Municipal_Airport_(Einar_Mickelson_Field) Fergus_Falls,_Minnesota United_States
FIL Fillmore_Municipal_Airport Fillmore,_Utah United_States
FDY Findlay_Airport Findlay,_Ohio United_States
PIT Pittsburgh_International_Airport Findlay,_Pennsylvania United_States
FID Elizabeth_Field Fishers_Island,_New_York United_States
FTI Fitiuta_Airport Fiti‘uta,_American_Samoa United_States
FIV Five_Finger_Coast_Guard_Heliport Five_Finger,_Alaska United_States
FMC Five_Mile_Airport Five_Mile,_Alaska United_States
FLG Flagstaff_Pulliam_Airport Flagstaff,_Arizona United_States
FLT Flat_Airport Flat,_Alaska United_States
AVL Asheville_Regional_Airport Fletcher,_North_Carolina United_States
FNT Bishop_International_Airport Flint,_Michigan United_States
FLP Marion_County_Regional_Airport Flippin,_Arkansas United_States
FLO Florence_Regional_Airport Florence,_South_Carolina United_States
FLU Flushing_Airport Flushing,_New_York United_States
NHX NOLF_Barin Foley,_Alabama United_States
FLD Fond_du_Lac_County_Airport Fond_du_Lac,_Wisconsin United_States
FXY Forest_City_Municipal_Airport Forest_City,_Iowa United_States
UIL Quillayute_Airport Forks,_Washington United_States
FCY Forrest_City_Municipal_Airport Forrest_City,_Arkansas United_States
APH A.P._Hill_Army_Airfield Fort_A.P._Hill,_Virginia United_States
DAA Davison_Army_Airfield Fort_Belvoir,_Virginia United_States
LSF Lawson_Army_Airfield Fort_Benning,_Columbus,_Georgia United_States
BIF Biggs_Army_Airfield Fort_Bliss,_El_Paso,_Texas United_States
FOB Fort_Bragg_Airport Fort_Bragg,_California United_States
FBG Simmons_Army_Airfield Fort_Bragg,_North_Carolina United_States
FBR Fort_Bridger_Airport Fort_Bridger,_Wyoming United_States
HOP Campbell_Army_Airfield Fort_Campbell_/_Hopkinsville,_Kentucky United_States
FCS Butts_Army_Airfield_(Fort_Carson) Fort_Carson,_Colorado United_States
FNL Fort_Collins-Loveland_Municipal_Airport Fort_Collins/Loveland,_Colorado United_States
FOD Fort_Dodge_Regional_Airport Fort_Dodge,_Iowa United_States
FAF Felker_Army_Airfield Fort_Eustis,_Virginia United_States
BIG Allen_Army_Airfield Fort_Greely,_Delta_Junction,_Alaska United_States
HLR Hood_Army_Airfield Fort_Hood_/_Killeen,_Texas United_States
GRK Killeen-Fort_Hood_Regional_Airport_(Robert_Gray_Army_Airfield) Fort_Hood_/_Killeen,_Texas United_States
FHU Sierra_Vista_Municipal_Airport_/_Libby_Army_Airfield Fort_Huachuca,_Sierra_Vista,_Arizona United_States
HGT Tusi_Army_Heliport Fort_Hunter_Liggett_/_Jolon,_California United_States
MUI Muir_Army_Airfield Fort_Indiantown_Gap,_Pennsylvania United_States
FTK Godman_Army_Airfield Fort_Knox,_Kentucky United_States
FLL Fort_Lauderdale–Hollywood_International_Airport Fort_Lauderdale_/_Hollywood,_Florida United_States
FXE Fort_Lauderdale_Executive_Airport Fort_Lauderdale,_Florida United_States
FLV Sherman_Army_Airfield Fort_Leavenworth,_Kansas United_States
FLE Fort_Lee_Army_Airfield Fort_Lee,_Virginia United_States
TBN Waynesville-St._Robert_Regional_Airport_(Forney_Field) Fort_Leonard_Wood,_Missouri United_States
FMS Fort_Madison_Municipal_Airport Fort_Madison,_Iowa United_States
FMY Page_Field Fort_Myers,_Florida United_States
RSW Southwest_Florida_International_Airport Fort_Myers,_Florida United_States
FPR St._Lucie_County_International_Airport Fort_Pierce,_Florida United_States
POE Polk_Army_Airfield Fort_Polk,_Louisiana United_States
FRN Bryant_Army_Heliport_/_Bryant_AAF Fort_Richardson,_Anchorage,_Alaska United_States
OZR Cairns_Army_Airfield_(Fort_Rucker) Fort_Rucker_/_Ozark,_Alabama United_States
LOR Lowe_Army_Heliport_(Fort_Rucker) Fort_Rucker_/_Ozark,_Alabama United_States
HEY Hanchey_Army_Heliport Fort_Rucker,_Dale_County,_Alabama United_States
FSK Fort_Scott_Municipal_Airport Fort_Scott,_Kansas United_States
FSI Henry_Post_Army_Airfield_(Fort_Sill) Fort_Sill,_Oklahoma United_States
FSM Fort_Smith_Regional_Airport Fort_Smith,_Arkansas United_States
LIY MidCoast_Regional_Airport_at_Wright_Army_Airfield Fort_Stewart,_Hinesville,_Georgia United_States
FST Fort_Stockton-Pecos_County_Airport Fort_Stockton,_Texas United_States
FSU Fort_Sumner_Municipal_Airport Fort_Sumner,_New_Mexico United_States
AIN Wainwright_Airport Fort_Wainwright,_Alaska United_States
FWA Fort_Wayne_International_Airport Fort_Wayne,_Indiana United_States
SMD Smith_Field Fort_Wayne,_Indiana United_States
FTW Fort_Worth_Meacham_International_Airport Fort_Worth,_Texas United_States
FWH NAS_JRB_Fort_Worth_/_Carswell_Field Fort_Worth,_Texas United_States
AFW Fort_Worth_Alliance_Airport Fort_Worth,_Texas United_States
FYU Fort_Yukon_Airport Fort_Yukon,_Alaska United_States
FOT Rohnerville_Airport Fortuna,_California United_States
FFT Capital_City_Airport Frankfort,_Kentucky United_States
FKL Venango_Regional_Airport_(Chess_Lamberton_Field) Franklin,_Pennsylvania United_States
FKN Franklin_Municipal_Airport_(John_Beverly_Rose_Field) Franklin,_Virginia United_States
FDK Frederick_Municipal_Airport Frederick,_Maryland United_States
FDR Frederick_Municipal_Airport Frederick,_Oklahoma United_States
FEP Albertus_Airport Freeport,_Illinois United_States
FET Fremont_Municipal_Airport Fremont,_Nebraska United_States
FRH French_Lick_Municipal_Airport French_Lick,_Indiana United_States
WFK Northern_Aroostook_Regional_Airport Frenchville,_Maine United_States
FAT Fresno_Yosemite_International_Airport Fresno,_California United_States
FCH Fresno_Chandler_Executive_Airport Fresno,_California United_States
FRD Friday_Harbor_Airport Friday_Harbor,_Washington United_States
FBS Friday_Harbor_Seaplane_Base Friday_Harbor,_Washington United_States
FRR Front_Royal-Warren_County_Airport Front_Royal,_Virginia United_States
FRY Eastern_Slopes_Regional_Airport Fryeburg,_Maine United_States
FUL Fullerton_Municipal_Airport Fullerton,_California United_States
FNR Funter_Bay_Seaplane_Base Funter_Bay,_Alaska United_States
GAB Gabbs_Airport Gabbs,_Nevada United_States
GAD Northeast_Alabama_Regional_Airport Gadsden,_Alabama United_States
GAG Gage_Airport Gage,_Oklahoma United_States
GNV Gainesville_Regional_Airport Gainesville,_Florida United_States
GVL Lee_Gilmer_Memorial_Airport Gainesville,_Georgia United_States
GLE Gainesville_Municipal_Airport Gainesville,_Texas United_States
GAI Montgomery_County_Airpark Gaithersburg,_Maryland United_States
GBH Galbraith_Lake_Airport Galbraith_Lake,_Alaska United_States
GAL Edward_G._Pitka_Sr._Airport Galena,_Alaska United_States
GBG Galesburg_Municipal_Airport Galesburg,_Illinois United_States
GQQ Galion_Municipal_Airport Galion,_Ohio United_States
GUP Gallup_Municipal_Airport Gallup,_New_Mexico United_States
GLS Scholes_International_Airport_at_Galveston Galveston,_Texas United_States
GAM Gambell_Airport Gambell,_Alaska United_States
GCK Garden_City_Regional_Airport Garden_City,_Kansas United_States
JHC Island_Heliport Garden_City,_New_York United_States
GDM Gardner_Municipal_Airport Gardner,_Massachusetts United_States
GYY Gary/Chicago_International_Airport Gary,_Indiana United_States
GLR Gaylord_Regional_Airport Gaylord,_Michigan United_States
GED Sussex_County_Airport Georgetown,_Delaware United_States
GGE Georgetown_County_Airport Georgetown,_South_Carolina United_States
GTY Gettysburg_Regional_Airport Gettysburg,_Pennsylvania United_States
GCC Gillette-Campbell_County_Airport Gillette,_Wyoming United_States
KGZ Glacier_Creek_Airport Glacier_Creek,_Alaska United_States
GDW Gladwin_Zettel_Memorial_Airport Gladwin,_Michigan United_States
GLW Glasgow_Municipal_Airport Glasgow,_Kentucky United_States
GGW Glasgow_Airport_(Wokal_Field) Glasgow,_Montana United_States
BFG Bullfrog_Basin_Airport Glen_Canyon,_Utah United_States
LUF Luke_Air_FORCE_Base Glendale,_Arizona United_States
JGX Glendale_Heliport Glendale,_California United_States
GWV Glendale_Fokker_Field Glendale,_West_Virginia United_States
GDV Dawson_Community_Airport Glendive,_Montana United_States
GFL Floyd_Bennett_Memorial_Airport Glens_Falls,_New_York United_States
GWS Glenwood_Springs_Municipal_Airport Glenwood_Springs,_Colorado United_States
GOL Gold_Beach_Municipal_Airport Gold_Beach,_Oregon United_States
GDH Golden_Horn_Lodge_Seaplane_Base Golden_Horn_Lodge,_Alaska United_States
GSB Seymour_Johnson_Air_Force_Base Goldsboro,_North_Carolina United_States
GLV Golovin_Airport Golovin,_Alaska United_States
GNG Gooding_Municipal_Airport Gooding,_Idaho United_States
GLD Goodland_Municipal_Airport_(Renner_Field) Goodland,_Kansas United_States
GNU Goodnews_Airport Goodnews,_Alaska United_States
GYR Phoenix_Goodyear_Airport Goodyear,_Arizona United_States
GRN Gordon_Municipal_Airport Gordon,_Nebraska United_States
GVE Gordonsville_Municipal_Airport Gordonsville,_Virginia United_States
GSH Goshen_Municipal_Airport Goshen,_Indiana United_States
VLE Valle_Airport Grand_Canyon,_Arizona United_States
JGC Grand_Canyon_Heliport Grand_Canyon,_Arizona United_States
RDR Grand_Forks_Air_FORCE_Base Grand_Forks,_North_Dakota United_States
GFK Grand_Forks_International_Airport Grand_Forks,_North_Dakota United_States
GRI Central_Nebraska_Regional_Airport Grand_Island,_Nebraska United_States
GJT Grand_Junction_Regional_Airport_(Walker_Field) Grand_Junction,_Colorado United_States
GRM Grand_Marais/Cook_County_Airport Grand_Marais,_Minnesota United_States
GRR Gerald_R._Ford_International_Airport Grand_Rapids,_Michigan United_States
GPZ Grand_Rapids/Itasca_County_Airport_(Gordon_Newstrom_Field) Grand_Rapids,_Minnesota United_States
GMT Granite_Mountain_Air_Station Granite_Mountain,_Alaska United_States
GNT Grants-Milan_Municipal_Airport Grants,_New_Mexico United_States
GTG Grantsburg_Municipal_Airport Grantsburg,_Wisconsin United_States
KGX Grayling_Airport Grayling,_Alaska United_States
GBR Walter_J._Koladza_Airport Great_Barrington,_Massachusetts United_States
GBD Great_Bend_Municipal_Airport Great_Bend,_Kansas United_States
GTF Great_Falls_International_Airport Great_Falls,_Montana United_States
GFA Malmstrom_Air_Force_Base_(heliport) Great_Falls,_Montana United_States
GXY Greeley-Weld_County_Airport Greeley,_Colorado United_States
GRB Austin_Straubel_International_Airport Green_Bay,_Wisconsin United_States
GCY Greeneville-Greene_County_Municipal_Airport Greeneville,_Tennessee United_States
GFD Pope_Field Greenfield,_Indiana United_States
GSO Piedmont_Triad_International_Airport Greensboro,_North_Carolina United_States
GSP Greenville-Spartanburg_International_Airport Greenville_/_Spartanburg,_South_Carolina United_States
GRE Greenville_Airport Greenville,_Illinois United_States
GLH Mid-Delta_Regional_Airport Greenville,_Mississippi United_States
PGV Pitt-Greenville_Airport Greenville,_North_Carolina United_States
GMU Greenville_Downtown_Airport Greenville,_South_Carolina United_States
GDC Donaldson_Center_Airport Greenville,_South_Carolina United_States
GVT Majors_Airport Greenville,_Texas United_States
ATW Outagamie_County_Regional_Airport Greenville,_Wisconsin United_States
GWO Greenwood-Leflore_Airport Greenwood,_Mississippi United_States
GRD Greenwood_County_Airport Greenwood,_South_Carolina United_States
GEY South_Big_Horn_County_Airport Greybull,_Wyoming United_States
GON Groton-New_London_Airport Groton,_Connecticut United_States
GUF Jack_Edwards_Airport Gulf_Shores,_Alabama United_States
GPT Gulfport-Biloxi_International_Airport Gulfport,_Mississippi United_States
GKN Gulkana_Airport Gulkana,_Alaska United_States
GUC Gunnison-Crested_Butte_Regional_Airport Gunnison,_Colorado United_States
GST Gustavus_Airport Gustavus,_Alaska United_States
GOK Guthrie-Edmond_Regional_Airport_(was_Guthrie_Municipal) Guthrie,_Oklahoma United_States
GUY Guymon_Municipal_Airport Guymon,_Oklahoma United_States
HGR Hagerstown_Regional_Airport_(Richard_A._Henson_Field) Hagerstown,_Maryland United_States
SUN Friedman_Memorial_Airport Hailey,_Idaho United_States
HNS Haines_Airport Haines,_Alaska United_States
HAF Half_Moon_Bay_Airport Half_Moon_Bay,_California United_States
HAB Marion_County_-_Rankin_Fite_Airport Hamilton,_Alabama United_States
HAO Butler_County_Regional_Airport Hamilton,_Ohio United_States
HPT Hampton_Municipal_Airport Hampton,_Iowa United_States
LFI Langley_Air_Force_Base Hampton,_Virginia United_States
HNM Hana_Airport Hana,_Hawaii United_States
HPV Princeville_Airport Hanalei,_Hawaii United_States
PAK _PORT_Allen_Airport Hanapepe,_Hawaii United_States
CMX Houghton_County_Memorial_Airport Hancock,_Michigan United_States
HVE Hanksville_Airport Hanksville,_Utah United_States
HRL Valley_International_Airport Harlingen,_Texas United_States
HSB Harrisburg-Raleigh_Airport Harrisburg,_Illinois United_States
HAR Capital_City_Airport Harrisburg,_Pennsylvania United_States
MDT Harrisburg_International_Airport Harrisburg,_Pennsylvania United_States
ZUG Harrisburg_Transportation_Center Harrisburg,_Pennsylvania United_States
HRO Boone_County_Airport Harrison,_Arkansas United_States
HFD Hartford-Brainard_Airport Hartford,_Connecticut United_States
ZRT Hartford_Union_Station Hartford,_Connecticut United_States
HVS Hartsville_Regional_Airport Hartsville,_South_Carolina United_States
HSI Hastings_Municipal_Airport Hastings,_Nebraska United_States
HNC Billy_Mitchell_Airport Hatteras,_North_Carolina United_States
PIB Hattiesburg-Laurel_Regional_Airport Hattiesburg_/_Laurel,_Mississippi United_States
HBG Bobby_L._Chain_Municipal_Airport Hattiesburg,_Mississippi United_States
HVR Havre_City-County_Airport Havre,_Montana United_States
